Ticker,Name,Last Sale,2024 Ratio Stock/S&P500,2023 Ratio Stock/S&P500,2022 Ratio Stock/S&P500,2021 Ratio Stock/S&P500,2020 Ratio Stock/S&P500,Market Cap,Sector,Industry,Recommendation
DENN,Denny's Corporation Common Stock,$6.82,0.5684671679306328,0.9164029632798828,0.7421249569706722,0.9061290869842894,0.6369578400740566,354766736.0,Consumer Discretionary,Restaurants,Bad Performer
DEO,Diageo plc Common Stock,$131.44,0.6275887383043756,0.8637835946179455,1.0570646478184085,1.0485424755440065,0.7591362772471254,73406108836.0,Consumer Staples,Beverages (Production/Distribution),Bad Performer
DERM,Journey Medical Corporation Common Stock,$3.85,2.2682685713379427,2.379458806137607,0.4342208499018906,,,77049650.0,Health Care,Biotechnology: Pharmaceutical Preparations,Good Performer
DESP,Despegar.com Corp. Ordinary Shares,$15.25,1.6439566286610623,1.4580978771888826,0.6100938240377805,0.5943191057391232,0.806301275655865,1098826687.0,Consumer Discretionary,Transportation Services,Good Performer
DFH,Dream Finders Homes Inc. Class A Common Stock,$27.55,1.5210963306946437,2.900320294835987,0.6197033243793496,,,2582212737.0,Consumer Discretionary,Homebuilding,Good Performer
DFIN,Donnelley Financial Solutions Inc. Common Stock ,$60.40,1.0631460057101618,1.2560881617825808,1.052731922398336,2.0999053633936087,1.4112206270988286,1770678790.0,Consumer Discretionary,Other Consumer Services,Average Performer
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),$1.00,0.240263780398412,0.0396782308844542,1.513444723116775,,,60509476.0,Miscellaneous,Industrial Machinery/Components,Bad Performer
DFS,Discover Financial Services Common Stock,$121.68,1.00709008790561,0.9339070657907488,1.0294328055153903,1.0179987984789676,0.9498859716366848,30492890822.0,Finance,Finance: Consumer Services,Average Performer
DG,Dollar General Corporation Common Stock,$139.28,0.5108681690222946,1.2458340579069005,0.9110293929585352,1.0802782596981786,1.1290333348533692,30595820892.0,Consumer Discretionary,Department/Specialty Retail Stores,Bad Performer
DGHI,Digihost Technology Inc. Common Subordinate Voting Shares,$1.33,0.7425031825002059,4.656377445476282,0.1090682364104872,1.5565787428652218,,39009098.0,,,Bad Performer
DGICA,Donegal Group Inc. Class A Common Stock,$12.87,0.704001958258943,0.7945242713261222,1.2595400936049177,0.806499969088212,0.8559432402234185,429773431.0,Finance,Property-Casualty Insurers,Bad Performer
DGICB,Donegal Group Inc. Class B Common Stock,$12.03,0.7169370824161594,0.7016424040267513,1.5134419655920932,0.912101975388097,0.8849950483620352,401722951.0,Finance,Property-Casualty Insurers,Bad Performer
DGII,Digi International Inc. Common Stock,$24.86,0.6522070326302626,0.6261566524373834,1.9703322083459311,1.0541649030241758,1.0098239984457342,904272432.0,Telecommunications,Computer Communications Equipment,Bad Performer
DGLY,Digital Ally Inc. Common Stock,$2.92,0.6785400142926558,0.3698459068303375,0.2598968100278403,0.3158897826277636,1.9704981418494805,8409092.0,Technology,Radio And Television Broadcasting And Communications Equipment,Bad Performer
DGX,Quest Diagnostics Incorporated Common Stock,$138.19,0.8346329679668801,0.7289147463832293,1.194006127710424,1.1295463230067704,0.9996662798135983,15351744611.0,Health Care,Medical Specialities,Bad Performer
DH,Definitive Healthcare Corp. Class A Common Stock,$5.30,0.4848801716616788,0.7307085957818769,0.4990404369530661,,,625053979.0,Technology,Computer Software: Prepackaged Software,Bad Performer
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,$2.29,1.9423499566994171,4.53332422196948,0.2596186603217075,0.6148800002997087,0.4450142390761162,550501623.0,Real Estate,Real Estate Investment Trusts,Good Performer
DHI,D.R. Horton Inc. Common Stock,$141.38,1.0994658423147867,1.3001340954986798,0.9880540722213172,0.8579801424219964,1.2790677883816757,46558165622.0,Consumer Discretionary,Homebuilding,Average Performer
DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,$148.70,0.7724182721215231,0.7561175185531634,1.2402518133174951,1.137312299810204,0.9732153259862122,412328743.0,Finance,Investment Managers,Bad Performer
DHR,Danaher Corporation Common Stock,$255.93,1.033667132582934,0.8178890897347499,1.0457695452055618,1.1478938797436826,1.2473376739775452,189563906438.0,Industrials,Industrial Machinery/Components,Average Performer
DHT,DHT Holdings Inc.,$12.01,1.1819406238000203,1.0727261926671698,2.001972940012645,0.7625863774265641,0.6795158857340552,1933604499.0,Consumer Discretionary,Marine Transportation,Good Performer
DHX,DHI Group Inc. Common Stock,$2.00,0.5893556732065294,0.4062869262665572,1.0534351597364005,2.1726374033741847,0.6231490320674054,96680242.0,Consumer Discretionary,Business Services,Bad Performer
DIBS,1stdibs.com Inc. Common Stock,$5.48,1.2048646018160143,0.7124361356999512,0.5431777849264079,,,215779510.0,Consumer Discretionary,Catalog/Specialty Distribution,Good Performer
DIN,Dine Brands Global Inc. Common Stock,$37.64,0.5191167938613579,0.6184084235647452,1.109634434128464,1.0284822629263906,0.6174336030588379,579827977.0,Consumer Discretionary,Restaurants,Bad Performer
DINO,HF Sinclair Corporation Common Stock,$53.63,1.100412268784934,0.945302752749938,1.8809339640929377,1.0164517905823924,0.4581275544951967,10305403507.0,Energy,Oil & Gas Production,Good Performer
DIOD,Diodes Incorporated Common Stock,$71.75,0.6074245708879774,0.8436905773490209,0.8602230351339837,1.1968108811719034,1.0671658347721027,3309318362.0,Technology,Semiconductors,Bad Performer
DIS,Walt Disney Company (The) Common Stock,$100.88,0.8679216605312201,0.7212359737841663,0.6512380898999284,1.0767508706959683,0.8299404009947663,183908580463.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,Bad Performer
DIT,AMCON Distributing Company Common Stock,$147.71,0.6423705852214014,0.829712895683309,1.805880897345596,1.9560090377157795,0.738150518930289,93110771.0,Consumer Discretionary,Food Distributors,Bad Performer
DJCO,Daily Journal Corp. (S.C.) Common Stock,$373.90,1.0960956308617735,0.9427925751332163,0.9582924659079348,1.039026517784677,0.8137822335762939,514870021.0,Consumer Discretionary,Newspapers/Magazines,Average Performer
DK,Delek US Holdings Inc. Common Stock,$25.92,0.9880058958250956,0.8563514689815146,2.0468962002039217,0.759218880594591,0.4315991575784986,1662277438.0,Energy,Integrated oil Companies,Average Performer
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,$39.32,0.7084845881857129,0.8565673559068714,1.4110572869754732,1.1535444308959804,0.9782716461319968,1856535086.0,Energy,Natural Gas Distribution,Bad Performer
DKNG,DraftKings Inc. Class A Common Stock,$35.96,1.581674845202197,2.450273908826261,0.4990941900886019,0.4754522624595955,3.7812825581202434,17125004000.0,Consumer Discretionary,Services-Misc. Amusement & Recreation,Good Performer
DKS,Dick's Sporting Goods Inc Common Stock,$226.03,1.1629994607308227,1.2579919458063444,1.487592703471118,1.3980997399122488,1.0833825978258544,18635797160.0,Consumer Discretionary,Other Specialty Stores,Good Performer
DLA,Delta Apparel Inc. Common Stock,$1.26,0.118244274825551,0.3980753498509775,0.6193021983297576,1.4551545490791948,0.5206653637616074,8884453.0,Consumer Staples,Apparel,Bad Performer
DLB,Dolby Laboratories Common Stock,$78.23,0.7865699523912371,1.0583451233030707,0.9039666055723944,1.0482331858416785,0.9073445556800136,7497206002.0,Technology,EDP Services,Bad Performer
DLHC,DLH Holdings Corp.,$11.08,0.8713344913900024,0.8211022502470888,1.2311974949562154,1.3045584911012755,1.4613023076311624,157700432.0,Consumer Discretionary,Business Services,Bad Performer
DLNG,Dynagas LNG Partners LP Common Units,$3.94,1.1977167756394356,0.7840563770420153,1.2673957558663536,0.9084655126225704,1.0180234780551176,145140826.0,Consumer Discretionary,Marine Transportation,Good Performer
DLO,DLocal Limited Class A Common Shares,$9.22,0.5596205963662184,0.9101685609153596,0.5439716716499962,,,2729043151.0,Consumer Discretionary,Business Services,Bad Performer
DLPN,Dolphin Entertainment Inc. Common Stock,$1.11,0.4561039016744351,0.7662069704491287,0.2591615443949417,1.951405170599396,0.8673560499043769,21039952.0,Consumer Discretionary,Other Consumer Services,Bad Performer
DLR,Digital Realty Trust Inc. Common Stock,$141.43,1.1851174288701118,1.105613634824179,0.7666390937819816,1.0461224559525284,1.0594446271384967,44186496018.0,Real Estate,Real Estate Investment Trusts,Good Performer
DLTH,Duluth Holdings Inc. Class B Common Stock,$4.02,0.625030839148437,0.4784899967094752,0.9986588360795334,1.276682745889724,0.3019755099313745,138335098.0,Consumer Discretionary,Clothing/Shoe/Accessory Stores,Bad Performer
DLTR,Dollar Tree Inc. Common Stock,$113.83,0.5856789645796425,1.2477081935710053,1.0873171337392646,0.9922348619852124,0.7556141463050179,24813006939.0,Consumer Discretionary,Department/Specialty Retail Stores,Bad Performer
DLX,Deluxe Corporation Common Stock,$22.02,1.192904378890119,1.0167110362914844,0.7384602115701999,0.8818622675639971,0.5318369952285966,969889309.0,Consumer Discretionary,Advertising,Good Performer
DM,Desktop Metal Inc. Class A Common Stock,$0.5632,0.2766486028797143,0.4377905597726723,0.321917160866757,0.2372453407761622,1.4933458520415588,186079004.0,Technology,Industrial Machinery/Components,Bad Performer
DMAC,DiaMedica Therapeutics Inc. Common Stock,$2.76,1.3475663917802876,1.541774677477198,0.4784384759612712,0.2884580529810227,1.8096688070363365,104780408.0,Health Care,Biotechnology: Pharmaceutical Preparations,Good Performer
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,$32.25,0.8720560391900652,0.8549792102646513,1.7528293316721495,1.4762657634365672,0.5392006923123873,1292857737.0,Energy,Oil & Gas Production,Bad Performer
DMRC,Digimarc Corporation Common Stock,$26.695,0.6445973054702268,1.5500368364901222,0.5660251429656094,0.647935422289488,1.2183734746341903,570560857.0,Technology,EDP Services,Bad Performer
DMTK,DermTech Inc. Common Stock,$0.3271,0.174444234483678,0.7354156784120137,0.1300739755986601,0.382172669023363,2.1947761105739647,11436395.0,Health Care,Medical Specialities,Bad Performer
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,$0.5607,0.5175829542546725,0.8522275446761381,0.2280517761201521,,,1239863557.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Bad Performer
DNB,Dun & Bradstreet Holdings Inc. Common Stock,$9.37,0.8298736569593542,0.7503151033498564,0.7700238485113723,0.6541629350934212,,4148263087.0,Finance,Finance: Consumer Services,Bad Performer
DNLI,Denali Therapeutics Inc. Common Stock,$18.04,0.5495346503109941,0.6242033657078154,0.7331475387159688,0.48869875998015,4.432565423934488,2572667009.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Bad Performer
DNMR,Danimer Scientific Inc. Common Stock,$0.7467,0.1710840105001099,0.4658617302617727,0.2548208172600871,0.2951924934442347,,86938804.0,Industrials,Plastic Products,Bad Performer
DNN,Denison Mines Corp Ordinary Shares (Canada),$2.42,1.480684133639048,1.227608651779435,0.9220238509305348,1.5876446347710929,1.375076626039323,2156211218.0,,,Good Performer
DNOW,DNOW Inc. Common Stock,$14.06,1.1705847073135087,0.7410495426314825,1.739906960859287,0.9222242117523316,0.5615524079112528,1501643839.0,Industrials,Metal Fabrications,Good Performer
DNUT,Krispy Kreme Inc. Common Stock,$10.12,0.6104549336188828,1.136534586271734,0.7054507351002047,,,1707244000.0,Consumer Staples,Food Chains,Bad Performer
DO,Diamond Offshore Drilling Inc. Common Stock,$14.63,0.993435779881946,1.0832014757494022,,,,1499300541.0,Energy,Oil & Gas Production,Average Performer
DOC,Healthpeak Properties Inc. Common Stock,$18.96,0.7773269978242517,0.6348338177755863,0.8831719300792361,0.9905727867605943,0.7994775435370057,13343697543.0,Real Estate,Real Estate Investment Trusts,Bad Performer
DOCN,DigitalOcean Holdings Inc. Common Stock,$36.50,0.9072606781218682,1.1436510241225115,0.425647125444813,,,3324833326.0,Technology,Computer Software: Programming Data Processing,Average Performer
DOCS,Doximity Inc. Class A Common Stock,$28.52,0.5848429284925799,0.6785351050598449,,,,5288345328.0,Technology,EDP Services,Bad Performer
DOCU,DocuSign Inc. Common Stock,$58.50,0.9159198675941675,0.5304346828609169,0.456730592550968,2.4572462016315977,1.3186079071664911,12016785047.0,Technology,Computer Software: Prepackaged Software,Average Performer
DOGZ,Dogness (International) Corporation Class A Common Stock,$9.99,0.3553261615919956,0.3505433084524984,0.9751244760589926,1.0849891727668377,0.4518693522359908,106111412.0,Consumer Discretionary,Miscellaneous manufacturing industries,Bad Performer
DOLE,Dole plc Ordinary Shares,$12.22,0.8353498352363644,1.0694095303680635,0.9239473553786688,,,1160034567.0,Consumer Staples,Farming/Seeds/Milling,Bad Performer
DOMA,Doma Holdings Inc. Common Stock,$6.02,0.6330637850648088,0.3664639672322045,0.1000992197836873,,,84353715.0,Finance,Specialty Insurers,Bad Performer
DOMO,Domo Inc. Class B Common Stock,$6.83,0.376382665475974,0.3593259920634047,0.5934781520299418,2.385059842492022,0.7566259227467377,259753164.0,Technology,Computer Software: Prepackaged Software,Bad Performer
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,$65.20,0.7248391263089797,1.1193061064122465,1.019803255443284,1.1382596410220551,1.4903177388043385,4887161779.0,Consumer Discretionary,Industrial Specialties,Bad Performer
DORM,Dorman Products Inc. Common Stock,$90.96,0.8308838297982293,0.8117503887782187,0.9315197972149252,1.0046418343807222,0.995292735172232,2820939933.0,Consumer Discretionary,Auto Parts:O.E.M.,Bad Performer
DOUG,Douglas Elliman Inc. Common Stock,$1.14,0.332667269461081,0.5921295840317946,0.507476531914203,,,104218557.0,Finance,Real Estate,Bad Performer
DOV,Dover Corporation Common Stock,$181.54,1.0373608608842562,0.9174632428143312,0.9639778802923528,1.1582370619519995,0.9540163746010096,24949071246.0,Industrials,Industrial Machinery/Components,Average Performer
DOW,Dow Inc. Common Stock ,$57.00,0.8988281056201625,0.921256071889052,1.1828979269457467,0.8517363621361801,0.9527772714633116,40082732310.0,Industrials,Major Chemicals,Bad Performer
DOX,Amdocs Limited Ordinary Shares,$78.01,0.6820543267431792,0.9061623865218048,1.290323598927794,1.0519536947621662,0.7741417334742418,9154303360.0,Technology,EDP Services,Bad Performer
DOYU,DouYu International Holdings Limited ADS,$10.21,0.7764176034437057,0.5430661724699678,0.6510790667365237,0.1788656123471927,1.083950031592585,322999211.0,Technology,Computer Software: Programming Data Processing,Bad Performer
DPRO,Draganfly Inc. Common Shares,$0.2676,0.2643876942538781,0.4815814090760548,0.5850911545977422,1.2474134519138582,,16964026.0,Industrials,Aerospace,Bad Performer
DPSI,DecisionPoint Systems Inc. Common Stock,$10.08,1.4756311712706771,0.6003528356345679,,,,77424480.0,Technology,Computer Software: Programming Data Processing,Good Performer
DPZ,Domino's Pizza Inc Common Stock,$510.01,1.329572715782488,0.9957868713012517,0.7784425148575441,1.1642107196173763,1.143158425121786,17789259472.0,Consumer Discretionary,Food Distributors,Good Performer
DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,$21.28,0.3640590804077889,0.5082005663374651,1.193916421893755,0.5022626982596371,4.524512753744457,1404638557.0,Technology,Semiconductors,Bad Performer
DRCT,Direct Digital Holdings Inc. Class A Common Stock,$3.26,0.8066983467092315,,,,,46521586.0,Consumer Discretionary,Advertising,Bad Performer
DRD,DRDGOLD Limited American Depositary Shares,$8.36,0.5703287890524438,1.628532052435273,0.6561978957631335,0.5286008496333215,5.544600539808404,722796162.0,Basic Materials,Precious Metals,Bad Performer
DRH,Diamondrock Hospitality Company Common Stock,$8.39,0.814382589026621,0.9653858501714102,1.0419540151102844,0.9303718418015638,0.6493363500666607,1762440593.0,Real Estate,Real Estate Investment Trusts,Bad Performer
DRI,Darden Restaurants Inc. Common Stock,$145.98,0.7493534373759623,1.3007458668418312,0.9542999415672246,1.290774334094187,0.6177659606068822,17424019083.0,Consumer Discretionary,Restaurants,Bad Performer
DRIO,DarioHealth Corp. Common Stock,$1.475,0.3896283204625007,0.3132518737724786,0.4008918699509392,0.6534989521447867,1.912734241290745,44136794.0,Health Care,Medical/Dental Instruments,Bad Performer
DRMA,Dermata Therapeutics Inc. Common Stock,$3.4435,0.0961132770765872,0.0959105873444369,0.2068235353208116,,,1529107.0,Health Care,Biotechnology: Pharmaceutical Preparations,Bad Performer
DRQ,Dril-Quip Inc. Common Stock,$18.34,0.6315114366408577,0.7028878858459601,1.53379755627583,0.5011586430539537,0.5497771705060951,631270484.0,Industrials,Metal Fabrications,Bad Performer
DRRX,DURECT Corporation Common Stock,$1.34,0.1419113278561023,0.1254243171280815,0.4607576141831258,0.3660356858645388,0.6852774951120425,41592771.0,Health Care,Biotechnology: Pharmaceutical Preparations,Bad Performer
DRS,Leonardo DRS Inc. Common Stock,$23.23,1.188465082275642,1.3097379215577851,1.5617452690569338,0.7797504024341234,1.6200616525804856,6112791029.0,Industrials,Industrial Machinery/Components,Good Performer
DRTS,Alpha Tau Medical Ltd. Ordinary Shares,$2.47,0.6197589690569857,0.7488846612854068,0.4125600455124465,,,172086412.0,Health Care,Medical/Dental Instruments,Bad Performer
DRUG,Bright Minds Biosciences Inc. Common Stock,$1.15,0.3052293319817616,0.2173004028582222,0.2075868777381515,,,5133413.0,Health Care,Pharmaceuticals and Biotechnology,Bad Performer
DRVN,Driven Brands Holdings Inc. Common Stock,$11.69,0.3195691059103449,0.4140137944911684,1.0256895212132144,,,1918092687.0,Consumer Discretionary,Automotive Aftermarket,Bad Performer
DSGN,Design Therapeutics Inc. Common Stock,$3.85,0.516585459934708,0.209621262171753,0.5866137959523525,,,217505900.0,Health Care,Biotechnology: Pharmaceutical Preparations,Bad Performer
DSGR,Distribution Solutions Group Inc. Common Stock,$34.42,1.20512855874637,1.3756198785169822,0.8615265166783135,0.8534441675051727,0.8390099842698926,1611158930.0,Consumer Discretionary,Industrial Specialties,Good Performer
DSGX,Descartes Systems Group Inc. (The) Common Stock,$97.60,0.9899117832744786,1.129508393675185,0.9679667583032664,1.189061532274,1.1849990431351798,8313905208.0,,,Average Performer
DSP,Viant Technology Inc. Class A Common Stock,$9.71,1.5958291574288082,1.3606298614249628,0.4797264002893838,,,616532479.0,Technology,Computer Software: Programming Data Processing,Good Performer
DSS,DSS Inc. Common Stock,$1.84,0.3014730125991365,0.6782646785432175,0.2841475669078381,0.0830839600771824,0.5709178800963695,13002860.0,Consumer Discretionary,Containers/Packaging,Bad Performer
DSWL,Deswell Industries Inc. Common Shares,$2.54,0.7216160229165542,0.8137995574412669,0.9471679335556972,1.0639602395936008,0.8387039516271824,40475507.0,Industrials,Plastic Products,Bad Performer
DSX,Diana Shipping inc. common stock,$3.01,0.6514941144856232,0.7231721689137811,1.2827363707338428,1.6314310287646885,0.5452758946269393,361088380.0,Consumer Discretionary,Marine Transportation,Bad Performer
DT,Dynatrace Inc. Common Stock,$46.22,0.794787276601477,0.97792503337182,0.8434352348283473,1.3320399449826352,,13742996193.0,Technology,Computer Software: Prepackaged Software,Bad Performer
DTC,Solo Brands Inc. Class A Common Stock,$1.93,0.2990339195169549,1.3009745228555292,0.2997967371410033,,,176146862.0,Consumer Discretionary,Recreational Games/Products/Toys,Bad Performer
DTE,DTE Energy Company Common Stock,$110.97,0.8336654028225471,0.7920543660210422,1.2771898696545383,0.9423915841692307,0.8502515060134562,22963825967.0,Utilities,Electric Utilities: Central,Bad Performer
DTI,Drilling Tools International Corporation Common Stock,$6.07,0.408830987439805,0.2578899250651201,1.307183869534747,,,180695208.0,Industrials,Metal Fabrications,Bad Performer
DTIL,Precision BioSciences Inc. Common Stock,$12.27,0.4243789634028965,0.2549835138611052,0.1891124981413873,0.6551483645527986,0.5505136334829461,84977087.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Bad Performer
DTM,DT Midstream Inc. Common Stock ,$65.61,1.104832226380395,0.8830926917878485,1.43878435228908,,,6371328051.0,Utilities,Natural Gas Distribution,Good Performer
DTSS,Datasea Inc. Common Stock,$4.88,0.3402353815914175,0.4636521194877176,0.7848876949836129,0.8799031232563804,1.511066152436089,14922767.0,Technology,Computer Software: Prepackaged Software,Bad Performer
DTST,Data Storage Corporation Common Stock,$7.81,2.578400013578325,1.554247771536012,0.6052421025003744,15.83936209124107,0.9340757842893668,54443065.0,Technology,EDP Services,Good Performer
DUK,Duke Energy Corporation (Holding Company) Common Stock,$100.42,0.8704741541052838,0.7940052204816971,1.3060799712701394,0.9438990093373631,0.9174931405340264,77501004017.0,Utilities,Power Generation,Bad Performer
DUO,Fangdd Network Group Ltd. American Depositary Shares,$0.7949,0.0248570444126371,0.0462251759497525,0.1557570952763038,0.0470109770911549,0.3987722326999391,4777822.0,Finance,Real Estate,Bad Performer
DUOL,Duolingo Inc. Class A Common Stock,$196.10,0.9760330218683284,2.4366308815169875,0.846734677547098,,,8456247340.0,Technology,Computer Software: Prepackaged Software,Average Performer
DUOT,Duos Technologies Group Inc. Common Stock,$2.17,0.5708692676069824,1.0366704097733663,0.5164701460964682,0.9551879978646748,7.50528445203376,16344410.0,Technology,Computer Software: Prepackaged Software,Bad Performer
DV,DoubleVerify Holdings Inc. Common Stock,$19.04,0.5293338888795484,1.3364277966269955,0.8333838340103243,,,3271004237.0,Technology,Computer Software: Programming Data Processing,Bad Performer
DVA,DaVita Inc. Common Stock,$146.69,1.0954739490383434,1.1515943424590682,0.8132258525741327,0.7581780571534896,1.3531907187010517,12864713000.0,Health Care,Misc Health and Biotechnology Services,Average Performer
DVAX,Dynavax Technologies Corporation Common Stock,$11.53,0.7771334967307669,1.0938284480195903,0.9578831349805884,2.3646107963394476,0.7056187211488371,1509181416.0,Health Care,Biotechnology: Pharmaceutical Preparations,Bad Performer
DVN,Devon Energy Corporation Common Stock,$47.19,0.8163117965537462,0.6750245228716601,1.7283379395307987,2.251841201119563,0.5647762962067806,29824080000.0,Energy,Oil & Gas Production,Bad Performer
DWSN,Dawson Geophysical Company Common Stock,$1.97,0.7118614869084187,,1.0658729098861228,0.8660285730193397,0.7661644216128208,60700288.0,Energy,Oil & Gas Production,Bad Performer
DXC,DXC Technology Company Common Stock ,$15.09,0.6505824749695961,0.90192499406381,0.9391134559197596,1.6253096921086858,,2759518048.0,Technology,EDP Services,Bad Performer
DXCM,DexCom Inc. Common Stock,$127.64,0.8569335607961648,0.865051489123114,1.1052753772772868,1.1653970401067386,1.461750718807438,50760364955.0,Health Care,Medical/Dental Instruments,Bad Performer
DXF,Dunxin Financial Holdings Limited American Depositary Shares,$0.2349,0.1057682969160696,0.1442851155878713,0.2166491682496095,0.6188163482707306,0.985968873266828,5258185.0,Finance,Finance: Consumer Services,Bad Performer
DXLG,Destination XL Group Inc. Common Stock,$3.57,0.5785615588495999,1.639572842928794,5.301028067454846,0.5579913540425333,0.3696030574550942,207020951.0,Consumer Discretionary,Clothing/Shoe/Accessory Stores,Bad Performer
DXPE,DXP Enterprises Inc. Common Stock,$49.08,1.2799070302368254,1.003566143814676,1.3219916616513474,0.8933751232270023,0.4843336831750593,781761209.0,Industrials,Industrial Machinery/Components,Good Performer
DXYN,Dixie Group Inc. (The) Common Stock,$0.90,0.6680102801163473,0.7539421172795816,0.1612352607647041,1.7447049612783403,1.6883648721423012,14300870.0,Consumer Discretionary,Home Furnishings,Bad Performer
DY,Dycom Industries Inc. Common Stock,$180.48,1.2022166470337572,1.2289313327900162,0.8085065056652435,1.825512315906726,0.5924257223638537,5250737848.0,Industrials,Water Sewer Pipeline Comm & Power Line Construction,Good Performer
DYAI,Dyadic International Inc. Common Stock,$2.15,0.5857362703655654,0.92899687722309,0.3598571444421504,0.6801368240906652,0.8854602779194277,62859150.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Bad Performer
DYN,Dyne Therapeutics Inc. Common Stock,$31.08,1.6962648658718524,0.900022862999581,1.1960171067139378,0.4856319930702141,,2715852389.0,Health Care,Biotechnology: Pharmaceutical Preparations,Good Performer
DYNT,Dynatronics Corporation Common Stock,$0.392,0.4476964857568676,0.2113650916819246,0.5849936070076014,0.956096880288684,0.4611324199600882,2080939.0,Health Care,Medical/Dental Instruments,Bad Performer
DZSI,DZS Inc. Common Stock,$1.53,0.1682023484402049,,0.9615432723468752,0.8285425067104896,1.4826517172194904,47674460.0,Utilities,Telecommunications Equipment,Bad Performer
E,ENI S.p.A. Common Stock,$31.12,0.875578218438742,0.9562365634062094,1.28100001945947,1.101062436927441,0.6079508063780209,52529593631.0,Energy,Oil & Gas Production,Bad Performer
EA,Electronic Arts Inc. Common Stock,$131.97,0.8004026283141363,1.0640095681034585,0.8146349211437548,0.8653244989562761,1.1019888329603138,35153999546.0,Technology,Computer Software: Prepackaged Software,Bad Performer
EAF,GrafTech International Ltd. Common Stock,$1.77,0.3309935885465243,0.3399265280050983,0.5198105377695365,0.8768012748133525,0.8234750124979031,455185815.0,Energy,Industrial Machinery/Components,Bad Performer
EAST,Eastside Distilling Inc. Common Stock,$0.98,0.2048154481789923,0.1995032677666283,0.1743593437569135,1.0943515370430434,0.3581341162648729,1673596.0,Consumer Staples,Beverages (Production/Distribution),Bad Performer
EAT,Brinker International Inc. Common Stock,$68.55,1.2402093810941437,1.3932497142968845,0.4097296518485813,1.9396077615558425,0.6055827824613357,3049824872.0,Consumer Discretionary,Restaurants,Good Performer
EB,Eventbrite Inc. Class A Common Stock,$4.91,0.5561134298264285,1.0877560608242132,0.4197465118443252,0.8282019938465396,0.7493624946263048,476835995.0,Technology,Computer Software: Programming Data Processing,Bad Performer
EBAY,eBay Inc. Common Stock,$52.09,0.9359488124851544,0.8392014677265298,0.7914386004314498,1.008815358744441,1.217940996899772,26357540000.0,Consumer Discretionary,Business Services,Average Performer
EBC,Eastern Bankshares Inc. Common Stock,$13.27,0.9069713131652803,0.6594861041286223,1.0426089892744337,1.001939333977499,,2343899700.0,Finance,Savings Institutions,Average Performer
EBF,Ennis Inc. Common Stock,$20.57,0.7986026813387671,1.2683515016465907,0.8622974113876938,0.8228211535183527,0.9141738114583404,534491168.0,Consumer Discretionary,Office Equipment/Supplies/Services,Bad Performer
EBMT,Eagle Bancorp Montana Inc. Common Stock,$13.22,0.8296295996418956,0.7858000224858535,0.9110082070045492,0.874844162766179,0.8661024964335287,105981884.0,Finance,Major Banks,Bad Performer
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,$8.425,1.1335002774728733,3.793207832279051,0.1147788866868652,0.1120073593834993,,55132678.0,Technology,Semiconductors,Good Performer
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),$6.80,0.8292922432262873,0.941606557658808,1.591387351814158,0.7438992996774438,0.6692405487538554,15271537118.0,Utilities,Electric Utilities: Central,Bad Performer
EBS,Emergent Biosolutions Inc. Common Stock,$4.64,0.4948680416057778,0.1737366611676052,0.3142902224788069,0.3625329821200125,1.439168532369479,243144584.0,Health Care,Biotechnology: Pharmaceutical Preparations,Bad Performer
EBTC,Enterprise Bancorp Inc Common Stock,$24.46,0.7185064515088749,0.7424585923444678,1.0030320891193931,1.3930684336387442,0.6840831059831489,302684624.0,Finance,Major Banks,Bad Performer
EC,Ecopetrol S.A. American Depositary Shares,$12.30,0.9965392533723886,0.9740745774758433,0.9273650094103312,0.778462907694417,0.6025900957053857,25286767241.0,Energy,Oil & Gas Production,Average Performer
ECBK,ECB Bancorp Inc. Common Stock,$12.25,0.8953624364903391,0.6276192352408081,,,,112909745.0,Finance,Banks,Bad Performer
ECDA,ECD Automotive Design Inc. Common Stock,$1.15,0.0866887723547787,0.0829635136962718,,,,36684577.0,Consumer Discretionary,Auto Manufacturing,Bad Performer
ECL,Ecolab Inc. Common Stock,$226.13,1.0461969956703785,1.0855817072061982,0.8033905661292116,0.8574310427034807,0.9958151351029758,64575893221.0,Consumer Discretionary,Package Goods/Cosmetics,Average Performer
ECOR,electroCore Inc. Common Stock,$6.51,0.9138823421459764,1.2064174899988631,0.5607390200980048,0.279422319289955,0.8843629874586897,39099477.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Average Performer
